,title,link
222,Business Development Manager at COSEKE,https://www.myjobmag.co.ke/job/business-development-manager-coseke
223,Trainee Business Coach at WYLDE International,https://www.myjobmag.co.ke/job/wylde-international-1
224,Management and Programme Analyst [temporary] at United Nations Environment Programme (UNEP),https://www.myjobmag.co.ke/job/management-and-programme-analyst-temporary-united-nations-environment-programme-unep
225,Business Development Representative at Fanisi HR Solutions,https://www.myjobmag.co.ke/job/business-development-representative-fanisi-hr-solutions
226,Actuarial Assistant - General Business at CIC Insurance,https://www.myjobmag.co.ke/job/actuarial-assistant-general-business-cic-insurance
227,Claims Assistant - General Business at CIC Insurance,https://www.myjobmag.co.ke/job/claims-assistant-general-business-cic-insurance
228,Business Development Manager – Social Enterprise at Centum Learning Ltd,https://www.myjobmag.co.ke/job/business-development-manager-social-enterprise-centum-learning-ltd
229,Business Development Executive at Corporate Staffing,https://www.myjobmag.co.ke/job/business-development-executive-corporate-staffing-5
230,Manager Revenue Assurance and Business Performance at Equity Bank Kenya,https://www.myjobmag.co.ke/job/manager-revenue-assurance-and-business-performance-equity-bank-kenya
231,Business and Information Systems Analyst at United Nations Environment Programme (UNEP),https://www.myjobmag.co.ke/job/business-and-information-systems-analyst-united-nations-environment-programme-unep
232,Data Analyst at Somo,https://www.myjobmag.co.ke/job/data-analyst-somo
233,Investment Officer at Business Partners International,https://www.myjobmag.co.ke/job/business-partners-international
234,"Business Development Manager, Open Programs at Strathmore Business School",https://www.myjobmag.co.ke/job/business-development-manager-open-programs-strathmore-business-school
235,"Head, Customized Programs – Executive Education at Strathmore Business School",https://www.myjobmag.co.ke/job/head-customized-programs-executive-education-strathmore-business-school
236,Sales Operations Analyst at Moko Home and Living,https://www.myjobmag.co.ke/job/sales-operations-analyst-moko-home-and-living
237,Finance Data Analyst at Kingdom Bank Limited,https://www.myjobmag.co.ke/job/finance-data-analyst-kingdom-bank-limited
238,Senior Cyber Security Operations Centre (SOC) Analyst at Safaricom Kenya,https://www.myjobmag.co.ke/job/senior-cyber-security-operations-centre-soc-analyst-safaricom-kenya
239,CX Analyst Business at NCBA Group,https://www.myjobmag.co.ke/job/cx-analyst-business-ncba-group
240,Service Desk Analyst at Sidian Bank,https://www.myjobmag.co.ke/job/service-desk-analyst-sidian-bank-1
241,Senior Financial Analyst at Elizabeth Glaser,https://www.myjobmag.co.ke/job/elizabeth-glaser
242,"Program Analyst, Health Financing at ThinkWell",https://www.myjobmag.co.ke/job/program-analyst-health-financing-thinkwell
243,"Manager, Finance Business Partner at Safaricom Kenya",https://www.myjobmag.co.ke/job/manager-finance-business-partner-safaricom-kenya
244,Data Analyst at Standard Chartered Bank Kenya,https://www.myjobmag.co.ke/job/data-analyst-standard-chartered-bank-kenya
245,People Business Partner at Kyosk Digital Services,https://www.myjobmag.co.ke/job/people-business-partner-kyosk-digital-services
246,Branch Business Consultant - Personal Banking at HF Group,https://www.myjobmag.co.ke/job/branch-business-consultant-personal-banking-hf-group
247,Head of Country Business at Deloitte Consulting,https://www.myjobmag.co.ke/job/head-of-country-business-deloitte-consulting-1
248,Business Growth Services Director at African Entrepreneur Collective (AEC),https://www.myjobmag.co.ke/job/business-growth-services-director-african-entrepreneur-collective-aec-1
249,Business Intelligence Engineer at ZUMI,https://www.myjobmag.co.ke/job/business-intelligence-engineer-zumi
250,"Relationship Manager, Africa China Banking, Kenya (Business and Commercial Clients) at Stanbic Bank",https://www.myjobmag.co.ke/job/site-administrator-stanbic-bank
251,"Operations Analyst, Account Services at Absa Bank Limited",https://www.myjobmag.co.ke/job/operations-analyst-account-services-absa-bank-limited-1
252,Call for Interest (Consultancy) Capacity Building and Learning Analyst (AATI) at International Fund for Agricultural Development,https://www.myjobmag.co.ke/job/call-for-interest-consultancy-capacity-building-and-learning-analyst-aati-international-fund-for-agricultural-development
253,Call for interest (Consultancy) Communications and Partner Engagement Analyst (AATI) at International Fund for Agricultural Development,https://www.myjobmag.co.ke/job/call-for-interest-consultancy-communications-and-partner-engagement-analyst-aati-international-fund-for-agricultural-development
254,Call for Interest (Consultancy) Programme Management and ME Analyst (AATI) at International Fund for Agricultural Development,https://www.myjobmag.co.ke/job/international-fund-for-agricultural-development-1
255,Data analyst and Reporting Intern at Action Against Hunger International,https://www.myjobmag.co.ke/job/data-analyst-and-reporting-intern-action-against-hunger-international
256,Business Partner - Data & Insight at Volunteer Service Overseas (VSO),https://www.myjobmag.co.ke/job/inspirafarms
257,"Senior Manager, Digital Business at Old Mutual Kenya",https://www.myjobmag.co.ke/job/senior-manager-digital-business
258,Procurement Operations Analyst at Corporate Staffing,https://www.myjobmag.co.ke/job/procurement-operations-analyst-corporate-staffing
259,Customer Success Analyst at NCBA Group,https://www.myjobmag.co.ke/job/customer-success-analyst-ncba-group
260,Business Development Officer at Christian Health Association of Kenya (CHAK),https://www.myjobmag.co.ke/job/business-development-officer-christian-health-association-of-kenya-chak-1
261,Business Process Analyst at KCB Bank Kenya,https://www.myjobmag.co.ke/job/business-process-analyst-kcb-bank-kenya-1
262,Grants Finance Analyst at One Acre Fund,https://www.myjobmag.co.ke/job/dhl-2
263,Business of Animation (Budgeting and Merchandising) Mentor at Africa Digital Media Institute (ADMI),https://www.myjobmag.co.ke/job/business-of-animation-budgeting-and-merchandising-mentor-africa-digital-media-institute-admi
264,Data Analyst at ThinkWell,https://www.myjobmag.co.ke/job/data-analyst-thinkwell
265,Underwriting Analyst – Agriculture at Heritage Insurance,https://www.myjobmag.co.ke/job/underwriting-analyst-agriculture-heritage-insurance
266,Finance Business Partner at Kyosk Digital Services,https://www.myjobmag.co.ke/job/finance-business-partner-kyosk-digital-services
267,"Business Analyst, Commercial Systems at Canonical",https://www.myjobmag.co.ke/job/business-analyst-commercial-systems-canonical-1
268,Consultant for Developing a Business Plan at International Potato Center,https://www.myjobmag.co.ke/job/consultant-for-developing-a-business-plan-international-potato-center
269,Data Analyst Team Lead at Triggerise,https://www.myjobmag.co.ke/job/data-analyst-team-lead-triggerise
270,Data Analyst (Maternity Cover) at Triggerise,https://www.myjobmag.co.ke/job/data-analyst-maternity-cover-triggerise
271,School of Business and Economics (SOBE) at Kaimosi Friends University College (KAFUCO),https://www.myjobmag.co.ke/job/school-of-business-and-economics-sobe-kaimosi-friends-university-college-kafuco
272,Technical Analyst - Global Technology Partners (GTP) at MFS Africa,https://www.myjobmag.co.ke/job/technical-analyst-global-technology-partners-gtp-medecins-sans-frontieres-msf
273,Statistician (Analyst) - Short-term contract at Living Goods,https://www.myjobmag.co.ke/job/statistician-analyst-short-term-contract-living-goods
274,Procurement Operations Analyst at PZ Cussons,https://www.myjobmag.co.ke/job/procurement-operations-analyst-pz-cussons-1
275,Head of Digital Business at HF Group,https://www.myjobmag.co.ke/job/head-of-digital-business-hf-group-1
276,"Senior Manager, Corporate Credit Analyst at HF Group",https://www.myjobmag.co.ke/job/senior-manager-corporate-credit-analyst-hf-group
277,HRIS Support Analyst at Plan International,https://www.myjobmag.co.ke/job/hris-support-analyst-plan-international
278,Manager Digital Business at HF Group,https://www.myjobmag.co.ke/job/manager-digital-business-hfc-limited
279,Consultant - Business Process Re-engineering (BPR) at Zamara Kenya,https://www.myjobmag.co.ke/job/consultant-business-process-re-engineering-bpr-zamara-kenya
280,Hub Lead Country People Business Partner Africa at Ericsson,https://www.myjobmag.co.ke/job/hub-lead-country-people-business-partner-africa-ericsson-1
281,Senior Front-End Developer (React Native) at Tezza Business Solutions Ltd,https://www.myjobmag.co.ke/job/senior-front-end-developer-react-native-tezza-business-solutions-ltd
282,Procurement Data Analyst at Nova Pioneer,https://www.myjobmag.co.ke/job/procurement-data-analyst-nova-pioneer
283,Business Development Executive - Voi at Equity Afia Medical Centre - KISERIAN,https://www.myjobmag.co.ke/job/business-development-executive-voi-equity-afia-medical-centre-kiserian
284,Account Manager - Business Imaging at EPSON,https://www.myjobmag.co.ke/job/account-manager-business-imaging
285,Business Intelligence Analyst at Topup Mama,https://www.myjobmag.co.ke/job/business-intelligence-analyst-topup-mama
286,Business Processing Officer at Old Mutual Kenya,https://www.myjobmag.co.ke/job/business-processing-officer-old-mutual-kenya-2
287,Business Development Consultant at Flexi-Personnel,https://www.myjobmag.co.ke/job/business-development-consultant-flexi-personnel
288,Business Performance and Analytics Manager at Absa Bank Limited,https://www.myjobmag.co.ke/job/business-performance-and-analytics-manager-absa-bank-limited-1
289,"Access & Business Development, Oncology Diagnostics Lead, Africa at Roche Kenya",https://www.myjobmag.co.ke/job/access-business-development-oncology-diagnostics-lead-africa-roche-kenya
290,KYC Operations Analyst 1 - C09 at Citi,https://www.myjobmag.co.ke/job/kyc-operations-analyst-1-c09-citi
291,Business Analyst at KCB Bank Kenya,https://www.myjobmag.co.ke/job/business-analyst-kcb-bank-kenya-2
292,"Cybersecurity Analyst, DevSecOps at KCB Bank Kenya",https://www.myjobmag.co.ke/job/cybersecurity-analyst-devsecops-kcb-bank-kenya-1
293,IT Service Desk Analyst at Penda Health,https://www.myjobmag.co.ke/job/it-service-desk-analyst-penda-health-1
294,"Core Business Services, Senior Associate, Finance & Reporting at Ernst & Young",https://www.myjobmag.co.ke/job/core-business-services-senior-associate-finance-reporting-ernst-amp-young
295,Data Analyst at Shopzetu,https://www.myjobmag.co.ke/job/data-analyst-shopzetu
296,Business Development Officer at PATH,https://www.myjobmag.co.ke/job/business-development-officer-path
297,Human Resources Business Partner at UN Women,https://www.myjobmag.co.ke/job/human-resources-business-partner-un-women
298,Data Analyst (CAPP) LAC at Save the Children,https://www.myjobmag.co.ke/job/data-analyst-capp-lac-save-the-children
299,Product Manager-Business Lending at Absa Bank Limited,https://www.myjobmag.co.ke/job/product-manager-business-lending-absa-bank-limited-1
300,"New Business Manager, MAS, Agribusiness & Forestry, Africa at World Bank Group",https://www.myjobmag.co.ke/job/new-business-manager-mas-agribusiness-forestry-africa-world-bank-group
301,"New Business Manager, MAS, Consumer & Social Services, Africa at World Bank Group",https://www.myjobmag.co.ke/job/new-business-manager-mas-consumer-social-services-africa-world-bank-group
302,Media Analyst at Farsight Africa Group,https://www.myjobmag.co.ke/job/media-analyst-farsight-africa-group
303,Legal Analyst Support Specialist at Standard Chartered Bank Kenya,https://www.myjobmag.co.ke/job/legal-analyst-support-specialist-standard-chartered-bank-kenya
304,Investment Analyst at APA Life Assurance Company Ltd,https://www.myjobmag.co.ke/job/investment-analyst-apa-life-assurance-company-ltd
305,Business Service Desk Analyst at d.light,https://www.myjobmag.co.ke/job/business-service-desk-analyst-d-light
306,Branch Business Consultant (SME) - Naivasha Branch at HF Group,https://www.myjobmag.co.ke/job/branch-business-consultant-sme-naivasha-branch-hf-group
307,Head of Micro & Small Business at HF Group,https://www.myjobmag.co.ke/job/head-of-micro-small-business-hf-group
308,Business Intelligence Analyst at Absa Bank Limited,https://www.myjobmag.co.ke/job/customer-experience-consultant-absa-bank-limited
309,Head of Business Operations at Grant Thornton Kenya,https://www.myjobmag.co.ke/job/head-of-business-operations-grant-thornton-kenya
310,"Country Head of Kenya (Partnerships / Sponsorships / Business Development) – Nairobi, Kenya at CA Global",https://www.myjobmag.co.ke/job/country-head-of-kenya-partnerships-sponsorships-business-development-nairobi-kenya-ca-global
311,Business Banker at Kingdom Bank Limited,https://www.myjobmag.co.ke/job/business-banker-kingdom-bank-limited-1
312,Business Development Executive at Lesaffre,https://www.myjobmag.co.ke/job/business-development-executive-lesaffre-2
313,Senior Business Analyst (CRM For Programming) at Save the Children,https://www.myjobmag.co.ke/job/senior-business-analyst-crm-for-programming-save-the-children
314,Data & Analytics Business Partner at Safaricom Kenya,https://www.myjobmag.co.ke/job/data-analytics-business-partner-safaricom-kenya
315,Business Development Director at CrossBoundary,https://www.myjobmag.co.ke/job/business-development-director-crossboundary
